"","x","y"
"8",25.9831752776597,46.1439552307047
"13",20.827220000034,40.950559999969
"18",6.18084955216235,45.7375030517591
"23",11.2316700000354,43.8822200000357
"25",15.6707124709906,49.8403396606092
"29",2.58859324454976,47.4272384643606
"57",1.15878140926247,47.3654022216392
"74",2.21984148025362,49.6697387695622
"87",9.96451187138952,50.8360061645478
"89",4.93611099996057,50.811110999964
"118",10.7966308593709,47.9822006225438
"124",9.85598945616826,53.7567787170557
"126",9.68372058864296,54.4933204650572
"135",14.4587612152695,51.632156372062
"137",0.909841179852737,43.0662002563725
"143",14.0166699999831,47.4333300000254
"148",15.7399778366273,49.1336441039825
"156",1.59805011748652,46.7940788268763
"161",-3.29832887649839,56.6278152465689
"191",-3.34270405769771,51.6517295837511
"192",8.1674509049099,49.9581718445053
"217",2.42816257476972,45.4086990356088
"221",2.98393201828391,47.0650215149322
"224",9.86235809329985,46.88689041134
"247",15.8320817947269,46.0972785949874
"250",12.5868854522331,52.0301055907998
"269",4.23083299994743,50.4680550000114
"274",-4.19230747223192,54.9224281310658
"282",14.4998083114196,49.541603088431
"284",15.3910598754301,48.5830650329291
"290",5.49297904972253,48.1179084777517
"308",21.0462665558028,52.0462493896009
"311",4.91000000001798,50.2599999999902
"351",8.35041099997361,44.8967169999975
"354",6.44390201567945,52.1128463745424
"391",16.1462478638282,50.6090431213328
"402",-3.12826299667551,51.1203231811561
"411",8.50722980503559,47.0567550659143
"452",10.2058105468429,44.1564407348352
"460",-1.79000000000416,41.7499999999692
"468",2.01500320434556,50.7306213378513
"474",27.9196949005388,46.9369583129438
"477",2.13650999999883,46.9506799999927
"485",26.0000000000275,45.166668000007
"491",10.0821762085066,53.1367950439175
"492",-0.920000000002533,42.8599999999666
"499",13.2120981215956,49.10856628423
"500",11.5568361282219,50.0522117614605
"503",6.44958496087928,48.6661872864043
"531",21.9275000000078,40.8824999999809
"537",-1.8132926225655,43.249691009516
"551",4.8496217727244,44.7150154114022
"558",12.220035553014,47.4540100097377
"564",22.203210830683,44.5612716674937
"622",-2.46751117706518,51.20285034184
"624",2.75805499999867,47.8380550000088
"626",22.2094745635939,47.1187973022622
"630",13.0979442596555,50.3356323242243
"643",13.9098978042169,48.7441825867092
"644",12.3722820000577,50.8279720000152
"653",26.9652118683048,46.0544166565251
"665",5.17642879488617,45.1730384826777
"702",13.4305667877306,51.2349243164269
"733",17.1936054229259,48.3451805114461
"739",7.58020000000082,59.5561999999934
"745",22.6025085449171,49.2812538147377
"750",22.4271850585974,45.9010581970162
"753",8.48432922367506,50.9519462585844
"763",-5.94405364989806,43.2412948608067
"774",-3.36400000000387,41.1680000000073
"776",13.1349000930786,56.6307945251822
"780",23.4776859283781,47.9703712462914
"785",-3.83484840392902,53.1822662353332
"789",5.25020599361477,49.5493698120504
"797",10.8482894897298,51.8126983642493
"798",18.630971908541,46.259891509984
"803",25.5997505187956,44.9731674194522
"810",23.8500000000424,49.2509999999591
"811",-2.89219856261781,41.9770240783839
"830",3.54531999994134,43.975580000011
"850",2.89686012267968,46.6346321105956
"851",11.3700000000483,48.620000000029
"854",14.4242153167112,50.6791915893443
"883",5.92571687702774,44.1486892700444
"892",27.3953552246317,46.9503517150658
"893",8.30680656427712,51.5248870849275
"897",13.2005910872938,48.0825653076215
"908",2.4253575801884,43.0725517273284
"932",10.2100000000332,50.1200000000357
"941",7.04674434668904,52.0574836731188
"946",0.654069304474613,52.7909431457817
"953",19.242710113557,48.4095153808853
"957",12.3027544021462,52.4585571289128
"959",7.7286229133151,49.509460449232
"963",4.26353406903884,47.320919036826
"970",11.896667000013,51.2616649999703
"977",-0.979304432874025,43.3795738220289
"1014",11.7357635498112,48.0343856811574
"1015",-1.79110062122144,47.5109634399548
"1049",9.34163856507508,51.2161865234274
"1064",17.5022811889471,46.9509887695009
"1084",23.0429630279275,41.6284866333428
"1098",14.2918567658021,52.3134346008555
"1112",8.9979791641789,52.854064941421
"1128",3.80027700000055,51.0036110000428
"1131",2.93778109549809,45.7334480285334
"1137",0.226585909718474,48.0556297302133
"1139",17.5984840393518,45.4158248901482
"1168",4.08725738528415,46.3005027771234
"1182",5.3228945732134,47.4798583984359
"1202",-3.44408106803613,42.799694061269
"1210",26.4281196594149,46.2499008178487
"1214",5.82609415050188,47.5002937316679
"1227",2.15249999999539,41.723299999969
"1236",-1.89328050613347,54.6727027893286
"1257",3.38627743721233,50.4026489258163
"1282",-1.18614780902572,47.2662429809729
"1297",14.6006870270105,52.031791686988
"1307",3.80608272551833,50.0023193359353
"1322",26.9875279999587,52.0110560000306
"1343",21.1093807220361,48.6998443603597
"1348",15.6016826630292,53.308391571078
"1373",2.21406984329505,49.1001548766876
"1374",12.3802490233765,46.0228805541668
"1391",16.7556010000298,59.5393019999599
"1393",12.983684539807,46.4312744140908
"1426",-5.3056159019483,43.0649566650818
"1433",25.2382946014202,47.0507774353195
"1435",10.6995999999617,59.9300999999937
"1436",3.90642428392441,47.9873085021664
"1441",9.41744041438063,52.5692558288498
"1454",25.3093090057716,45.7859649658498
"1462",10.8302373885508,44.2074394225954
"1466",13.805060386686,50.9083061218367
"1479",2.32617902756102,43.7355613708901
"1481",13.8333329999962,46.8333320000374
"1489",18.750000000046,43.2999999999934
"1505",25.3271255492958,47.7981147766442
"1521",8.14713001245657,49.4001655578423
"1556",-1.37052965163554,53.1322937011723
"1583",16.26803600005,57.1672369999989
"1585",14.7488174438498,56.2305374145403
"1601",-2.84503626822852,56.7103691100718
"1626",9.54616642000925,48.5779762267887
"1629",16.03255462642,52.999237060509
"1640",9.31177997588441,45.8760757446716
"1651",24.6880855560231,42.8270606994275
"1659",-3.30959725379487,42.3698921203698
"1668",0.950597107402979,48.2445106505981
"1688",9.099988937312,53.6636848449623
"1695",13.4253110885997,53.6368751525712
"1737",10.9073858261331,47.4323310851673
"1785",12.4494047164408,49.4787445068394
"1787",15.7532205581848,40.5020103454119
"1799",8.19596672056221,48.0692901611379
"1801",14.7032537460049,40.9473495483687
"1811",17.170965194675,52.6433334350959
"1815",0.527061700829264,46.6595878601519
